id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
wc_post_id_10805,"Fine art print - Virgin and the Child","Dimension: 60x80 cm, Encadrement: Sous cadre bois - Noir",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-6.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm-en&attribute_pa_encadrement=under-wood-frame-black,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",300EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:60x80 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Sous cadre bois - Noir"
wc_post_id_10804,"Fine art print - Virgin and the Child","Dimension: 60x80 cm, Encadrement: Sous cadre bois - Chêne",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-4.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm-en&attribute_pa_encadrement=under-wood-frame-oak,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",300EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:60x80 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Sous cadre bois - Chêne"
wc_post_id_10803,"Fine art print - Virgin and the Child","Dimension: 60x80 cm, Encadrement: Sous cadre bois - Blanc",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-5.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm-en&attribute_pa_encadrement=under-wood-frame-white,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",300EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:60x80 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Sous cadre bois - Blanc"
wc_post_id_10802,"Fine art print - Virgin and the Child","Dimension: 60x80 cm, Encadrement: Non encadré",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm-en&attribute_pa_encadrement=unframed,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",190EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,190EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:60x80 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Non encadré"
wc_post_id_10801,"Fine art print - Virgin and the Child","Dimension: 50x70 cm, Encadrement: Sous cadre bois - Noir",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-6.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70cm&attribute_pa_encadrement=under-wood-frame-black,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",230EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,230EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:50x70 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Sous cadre bois - Noir"
wc_post_id_10780,"Affiche d'Art - Roots","Dimension: 60x80 cm, Encadrement: Sous cadre bois - Noir",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-6.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm&attribute_pa_encadrement=sous-cadre-bois-noir,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",300EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:60x80 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Sous cadre bois - Noir"
wc_post_id_10779,"Affiche d'Art - Roots","Dimension: 60x80 cm, Encadrement: Sous cadre bois - Chêne",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-4.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm&attribute_pa_encadrement=sous-cadre-bois-chene,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",300EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:60x80 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Sous cadre bois - Chêne"
wc_post_id_10778,"Affiche d'Art - Roots","Dimension: 60x80 cm, Encadrement: Sous cadre bois - Blanc",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-5.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm&attribute_pa_encadrement=sous-cadre-bois-blanc,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",300EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,300EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:60x80 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Sous cadre bois - Blanc"
wc_post_id_10777,"Affiche d'Art - Roots","Dimension: 60x80 cm, Encadrement: Non encadré",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=60x80-cm&attribute_pa_encadrement=non-encadre,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",190EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,190EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:60x80 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Non encadré"
wc_post_id_10776,"Affiche d'Art - Roots","Dimension: 50x70 cm, Encadrement: Sous cadre bois - Noir",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-6.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70-cm&attribute_pa_encadrement=sous-cadre-bois-noir,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",230EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,230EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:50x70 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Sous cadre bois - Noir"
wc_post_id_10800,"Fine art print - Virgin and the Child","Dimension: 50x70 cm, Encadrement: Sous cadre bois - Chêne",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-4.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70cm&attribute_pa_encadrement=under-wood-frame-oak,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",230EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,230EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:50x70 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Sous cadre bois - Chêne"
wc_post_id_10799,"Fine art print - Virgin and the Child","Dimension: 50x70 cm, Encadrement: Sous cadre bois - Blanc",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-5.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70cm&attribute_pa_encadrement=under-wood-frame-white,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",230EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,230EUR,new,staging,,,,,8,,"dimension:50x70cm/60x80-cm-en/70x100cm:50x70 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Sous cadre bois - Blanc"
wc_post_id_10798,"Fine art print - Virgin and the Child","Dimension: 50x70 cm, Encadrement: Non encadré",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70cm&attribute_pa_encadrement=unframed,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",130EUR,in stock,wc_post_id_10785,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,130EUR,new,staging,,,,,8,default,"dimension:50x70cm/60x80-cm-en/70x100cm:50x70 cm,encadrement:unframed/under-wood-frame-white/under-wood-frame-oak/under-wood-frame-black:Non encadré"
wc_post_id_10775,"Affiche d'Art - Roots","Dimension: 50x70 cm, Encadrement: Sous cadre bois - Chêne",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-4.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70-cm&attribute_pa_encadrement=sous-cadre-bois-chene,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",230EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,230EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:50x70 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Sous cadre bois - Chêne"
wc_post_id_10774,"Affiche d'Art - Roots","Dimension: 50x70 cm, Encadrement: Sous cadre bois - Blanc",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-5.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70-cm&attribute_pa_encadrement=sous-cadre-bois-blanc,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",230EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,230EUR,new,published,,,,,8,,"dimension:50x70 cm/60x80 cm/70x100 cm:50x70 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Sous cadre bois - Blanc"
wc_post_id_10773,"Affiche d'Art - Roots","Dimension: 50x70 cm, Encadrement: Non encadré",http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/shop/affiche-art-vierge-enfant/?attribute_pa_dimension=50x70-cm&attribute_pa_encadrement=non-encadre,"Affiche d'Art, Reproduction de Tableaux, Figuratif","Amaury Dubois - Shop",130EUR,in stock,wc_post_id_10772,,"http://amaury-dubois.local/wp-content/uploads/2021/10/roots-3.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-8.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-7.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-2.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/roots-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,130EUR,new,published,,,,,8,default,"dimension:50x70 cm/60x80 cm/70x100 cm:50x70 cm,encadrement:Non encadré/Sous cadre bois - Blanc/Sous cadre bois - Chêne/Sous cadre bois - Noir:Non encadré"
wc_post_id_10755,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-7.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",120EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120EUR,new,staging,,,,,8,,
wc_post_id_10754,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-7.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",160EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,160EUR,new,staging,,,,,8,,
wc_post_id_10753,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-7.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",260EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,260EUR,new,staging,,,,,8,,
wc_post_id_10752,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-6.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",390EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,390EUR,new,staging,,,,,8,,
wc_post_id_10751,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-3.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",390EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,390EUR,new,staging,,,,,8,,
wc_post_id_10750,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-4.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",390EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,390EUR,new,staging,,,,,8,,
wc_post_id_10749,"Fine Art print - Beatles Drum Set - Sgt. Pepper","Fine Art print - Beatles Drum Set - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-6.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",260EUR,in stock,wc_post_id_10718,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,260EUR,new,staging,,,,,8,,
wc_post_id_10743,"Affiche d'Art - Batterie Beatles - Sgt. Pepper","Affiche d'Art - Batterie Beatles - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-7.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",120EUR,in stock,wc_post_id_10731,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120EUR,new,published,,,,,8,,
wc_post_id_10742,"Affiche d'Art - Batterie Beatles - Sgt. Pepper","Affiche d'Art - Batterie Beatles - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-7.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",160EUR,in stock,wc_post_id_10731,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,160EUR,new,published,,,,,8,,
wc_post_id_10741,"Affiche d'Art - Batterie Beatles - Sgt. Pepper","Affiche d'Art - Batterie Beatles - Sgt. Pepper",http://amaury-dubois.local/wp-content/uploads/2021/07/street-artl-art-fine-art-print-7.jpg,http://amaury-dubois.local/shop/affiche-dart-batterie-beatles-sgt-pepper/,"Affiche d'Art, Reproduction de Tableaux, Street Art &amp; Pop Art","Amaury Dubois - Shop",260EUR,in stock,wc_post_id_10731,,"http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-6.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-1.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-5.jpg,http://amaury-dubois.local/wp-content/uploads/2021/10/beatles-artwork-fine-art-print-7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,260EUR,new,published,,,,,8,,
